province,city,district,user_type,voltage_level,season_type,period_name,standard_category,start_time,end_time,price,is_next_day,period_remarks,policy_name,effective_date,policy_desc,source_name,source_url,publish_authority,publish_date,collect_date,reliability,time_period_id,policy_id,region_id
广东省,广州,全市,工商业,1-10kV,夏季,尖峰,尖,15:00,17:00,1.1789,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,2,1,1
广东省,广州,全市,工商业,1-10kV,夏季,高峰,峰,17:00,19:00,1.0336,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,5,1,1
广东省,广州,全市,工商业,1-10kV,夏季,平段,平,19:00,24:00,0.6843,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,8,1,1
广东省,广州,全市,工商业,1-10kV,非夏季,低谷,谷,00:00,08:00,0.335,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,18,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,平段,平,08:00,10:00,0.6843,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,15,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,高峰,峰,10:00,11:00,1.0336,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,12,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,尖峰,尖,11:00,12:00,1.1789,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,10,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,平段,平,12:00,14:00,0.6843,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,16,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,高峰,峰,14:00,15:00,1.0336,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,13,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,尖峰,尖,17:00,18:00,1.1789,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,11,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,高峰,峰,18:00,19:00,1.0336,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,14,2,1
广东省,广州,全市,工商业,1-10kV,非夏季,平段,平,19:00,24:00,0.6843,0,,广东省工商业分时电价政策,2024-07-01,广东省工商业用户（1-10kV）非夏季分时电价,广东省发展改革委关于进一步完善我省峰谷分时电价政策有关问题的通知,https://drc.gd.gov.cn/zwgk/zcfg/content/post_XXXXXX.html,广东省发展和改革委员会,2024-06-01,2025-07-01,高,17,2,1
江苏省,南京,全市,工商业,1-10kV,夏季,低谷,谷,00:00,08:00,0.3722,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,26,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,高峰,峰,08:00,10:00,1.0208,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,21,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,尖峰,尖,10:00,11:00,1.1854,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,19,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,平段,平,11:00,14:00,0.6965,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,23,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,尖峰,尖,14:00,15:00,1.1854,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,20,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,平段,平,15:00,18:00,0.6965,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,24,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,高峰,峰,18:00,21:00,1.0208,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,22,3,3
江苏省,南京,全市,工商业,1-10kV,夏季,平段,平,21:00,24:00,0.6965,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,25,3,3
江苏省,南京,全市,工商业,1-10kV,非夏季,低谷,谷,00:00,08:00,0.3722,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）非夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,31,4,3
江苏省,南京,全市,工商业,1-10kV,非夏季,高峰,峰,08:00,11:00,1.0208,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）非夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,27,4,3
江苏省,南京,全市,工商业,1-10kV,非夏季,平段,平,11:00,17:00,0.6965,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）非夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,29,4,3
江苏省,南京,全市,工商业,1-10kV,非夏季,高峰,峰,17:00,21:00,1.0208,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）非夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,28,4,3
江苏省,南京,全市,工商业,1-10kV,非夏季,平段,平,21:00,24:00,0.6965,0,,江苏省工商业分时电价政策,2024-04-01,江苏省工商业用户（1-10kV）非夏季分时电价,江苏省发展改革委关于进一步完善分时电价政策的通知,https://fzggw.jiangsu.gov.cn/,江苏省发展和改革委员会,2024-03-01,2025-07-01,高,30,4,3
浙江省,杭州,全市,工商业,1-10kV,夏季,低谷,谷,00:00,07:00,0.3882,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,51,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,平段,平,07:00,08:00,0.7231,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,47,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,高峰,峰,08:00,09:00,1.058,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,44,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,尖峰,尖,09:00,11:00,1.2195,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,42,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,平段,平,11:00,13:00,0.7231,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,48,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,高峰,峰,13:00,15:00,1.058,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,45,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,尖峰,尖,15:00,17:00,1.2195,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,43,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,高峰,峰,17:00,22:00,1.058,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,46,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,平段,平,22:00,23:00,0.7231,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,49,6,5
浙江省,杭州,全市,工商业,1-10kV,夏季,低谷,谷,23:00,24:00,0.3882,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,50,6,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,低谷,谷,00:00,07:00,0.3882,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,58,7,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,平段,平,07:00,08:00,0.7231,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,54,7,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,高峰,峰,08:00,11:00,1.058,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,52,7,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,平段,平,11:00,13:00,0.7231,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,55,7,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,高峰,峰,13:00,17:00,1.058,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,53,7,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,平段,平,17:00,23:00,0.7231,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,56,7,5
浙江省,杭州,全市,工商业,1-10kV,非夏季,低谷,谷,23:00,24:00,0.3882,0,,浙江省工商业分时电价政策,2024-06-01,浙江省工商业用户（1-10kV）非夏季分时电价,浙江省发展改革委关于进一步完善我省分时电价政策的通知,https://fzggw.zj.gov.cn/,浙江省发展和改革委员会,2024-05-01,2025-07-01,高,57,7,5
